channelId,description,publishedAt,region,subscriberCount,videoCount,viewCount
UCY1kMZp36IQSyNx_9h4mpCg,Former NASA engineer. Current YouTuber and friend of science. Answers to some common questions: 1) I studied Mechanical Engineering in School. I did my ...,2011-10-20T06:17:58Z,US,14400000,90,1625456806
UCE_M8A5yxnLfW0KghEeajjw,"Apple revolutionized personal technology with the introduction of the Macintosh in 1984. Today, Apple leads the world in innovation with iPhone, iPad, Mac, ...",2005-06-22T05:12:23Z,US,12500000,270,694250314
UCBJycsmduvYEL83R_U4JriQ,MKBHD: Quality Tech Videos | YouTuber | Geek | Consumer Electronics | Tech Head | Internet Personality! My video production gear: ...,2008-03-21T15:25:54Z,US,12200000,1278,2115377278
UCXuqSBlHAE6Xw-yeJA0Tunw,"Tech can be complicated; we try to make it easy. Linus Tech Tips is a passionate team of ""professionally curious"" experts in consumer technology and video ...",2008-11-25T00:46:52Z,US,12000000,5132,4100172035
UCe_vXdMrHHseZ_esYUskSBw,"Fan Mail or if you want me review your product on my channels: Crazy Russian Hacker P.O. Box 49 Waynesville, NC 28786.",2012-05-18T19:29:15Z,US,11400000,1626,2856928132
UCAL3JXZSzSm8AlZyD3nQdBA,Primitive technology is a hobby where you build things in the wild completely from scratch using no modern tools or materials. These are the strict rules: If you ...,2015-05-01T23:35:46Z,US,10300000,51,917480076
UCRijo3ddMTht_IHyNSNXpNQ,"5 best buds just kickin' it. If you like Sports + Comedy, come join the Dude Perfect team!",2009-03-17T05:44:36Z,US,53600000,244,11712682204
UCWJ2lWNubArHWmf3FIHbfcQ,National Basketball Association. Official home of the most compelling basketball action from the NBA.,2005-11-21T01:20:33Z,US,15100000,34263,7455224595
UCKvn9VBLAiLiYL4FFJHri6g,"Ultimate Soccer Skills Channel! F2Freestylers Billy Wingrove & Jeremy Lynch present you best match-play tutorials, live performances, football entertainment, ...",2011-04-09T00:26:09Z,US,12500000,680,2633881922
UCI4fHQkguBNW3SwTqmehzjw,"Hello! My name is Jake. I'm a treasure hunter, scuba diver and YouTuber w/ 11000000+ subscribers! I enjoy traveling to new destinations and sharing my ...",2011-02-01T02:46:59Z,US,11300000,560,1315599583
UC14UlmYlSNiQCBe9Eookf_A,FIRST SPORTS TEAM IN THE WORLD TO REACH 10 MILLION SUBSCRIBERS ON @YOUTUBE! ❤️ Welcome to FC Barcelona's official YouTube ...,2006-02-06T13:35:53Z,US,10300000,8787,1425609390
UCvgfXK4nTYKudb0rFR6noLA,"Ultimate Fighting Championship® is the world's leading mixed martial arts organization. Over the past decade, with the help of state athletic commissions ...",2006-03-04T14:15:07Z,US,10100000,9025,3195815593
UCblfuW_4rakIf2h6aqANefA,"Experience the world of Red Bull like you have never seen it before, with the best action sports clips and original series on YouTube. Watch highlights from sport ...",2006-09-23T03:44:21Z,US,9650000,5477,2305509034
UCqhnX4jA0A5paNd1v-zEysw,We make the World's Most Versatile Camera.™ Join us for new videos every week!,2009-03-11T07:57:57Z,US,9640000,2199,2731495096
UC4i_9WvfPRTuRWEaWyfKuFw,"At the heart of sport... Subscribe to BT Sport's free YouTube channel and get closer to the biggest names in the world of sport. We'll bring you goals, tries, 'How ...",2013-01-02T14:09:35Z,US,3080000,6294,1516080756
UCyEd6QBSgat5kkC6svyjudA,"Food is the reason you should travel, and on my channel you'll watch videos about delicious street food and travel tips! Hey, I'm Mark Wiens! After graduating ...",2009-02-02T18:47:12Z,US,6810000,1097,1435525197
UCHKVXtT1YBCYUnnr4apqXfg,"Follow us as we explore our way through the world, feasting on interesting sights and amazing food! New videos every week. Don't forget to subscribe!",2013-01-20T18:19:54Z,US,5730000,569,2343920689
UCcAd5Np7fO8SeejB1FVKcYw,"I travel to unique parts of the world on the hunt for the best food each country has to offer and share these stories with you in my videos. Hey, I'm Sonny! I'm from ...",2010-09-23T10:11:40Z,US,5700000,369,974881626
UCiAq_SU0ED1C6vWFMnw8Ekg,"My name is Trevor James and I live to eat and travel. I live for street food and local food, and I'm traveling to taste it. I'm a hungry traveler that's currently living ...",2013-03-13T06:36:41Z,US,4580000,306,671697568
UCXOKEdfOFxsHO_-Su3K8SHg,I LOVE FOOD!!!! So you have just entered my food universe where I will show you all the best places to eat and some awesome recipes!!!,2013-10-27T20:43:54Z,US,3380000,491,670079168
UCwiTOchWeKjrJZw7S1H__1g,What you want to know about food. A division of Insider. Visit our homepage for the top stories of the day: https://www.insider.com/ Food Insider on Facebook: ...,2017-10-17T21:11:29Z,US,2550000,1051,862376372
UCfYCRj25JJQ41JGPqiqXmJw,"My soul is in the sky! I hope my videos can bring you closer to my aviation and travel experience. Thanks for viewing them! For more details of me, please visit ...",2007-11-04T00:22:28Z,US,2340000,336,510481614
UCxDZs_ltFFvn0FDHT6kmoXA,Going off the map in former Soviet lands...,2018-06-12T11:56:25Z,US,2250000,212,292995872
UC9avFXTdbSo5ATvzTRnAVFg,"NEW VIDEOS MONDAYS AND THURSDAYS** Two brothers seeking the truth by. We're available for stand up comedy, music performances, hosting gigs, and ...",2011-05-22T00:19:55Z,US,2120000,873,422188273
